Modelo,CoeficienteCorrelacao
Linear,0.999751301032028
POLINOMIAL_2,0.9997216360191894
POLINOMIAL_3,0.9997368852561964
POLINOMIAL_4,0.9973619789206786
POLINOMIAL_5,0.989316731298659
POLINOMIAL_6,0.9715399030847413
POLINOMIAL_7,0.9449452791497966
POLINOMIAL_8,0.9135404668296407
POLINOMIAL_9,0.8816638611540019
POLINOMIAL_10,0.8523675923749813
MLP,0.9999270424643752
