Criptomoeda,Retorno
BATUSDT,0.2710818181818182
BCHUSDT,0.18059999999999998
BTCUSDT,0.12695454545454546
DASHUSDT,-1.684909090909091
ETCUSDT,0.2133181818181818
ETHUSDT,0.5025454545454545
LTCUSDT,1.1826454545454546
XMRUSDT,0.24176363636363635
XRPUSDT,0.6075727272727273
ZRXUSDT,0.2682090909090909
