Modelo,CoeficienteCorrelacao
Linear,0.999209276003821
POLINOMIAL_2,0.9990715922086091
POLINOMIAL_3,0.9991222338227098
POLINOMIAL_4,0.9992274742519102
POLINOMIAL_5,0.9992499890961974
POLINOMIAL_6,0.9886295057998532
POLINOMIAL_7,0.9724507760512745
POLINOMIAL_8,0.9468961951759752
POLINOMIAL_9,0.9139084190363633
POLINOMIAL_10,0.871657369845728
MLP,0.9998326918963943
