Modelo,CoeficienteCorrelacao
Linear,0.9993585412691337
POLINOMIAL_2,0.9992661983978786
POLINOMIAL_3,0.9993872210871965
POLINOMIAL_4,0.9995032054592269
POLINOMIAL_5,0.999573140119042
POLINOMIAL_6,0.9996071651809009
POLINOMIAL_7,0.9996665553743749
POLINOMIAL_8,0.9997030593652882
POLINOMIAL_9,0.9997222378833972
POLINOMIAL_10,0.9997343450904822
MLP,0.9999352318487069
