Modelo,CoeficienteCorrelacao
Linear,0.9992464888504665
POLINOMIAL_2,0.9991202401236543
POLINOMIAL_3,0.9991726188422345
POLINOMIAL_4,0.9992163267371742
POLINOMIAL_5,0.9992871261695956
POLINOMIAL_6,0.9993398061246461
POLINOMIAL_7,0.9991095929703425
POLINOMIAL_8,0.9895502102517982
POLINOMIAL_9,0.9744490106364986
POLINOMIAL_10,0.9533301026433255
MLP,0.99993865767246
