Modelo,CoeficienteCorrelacao
Linear,0.9998902968963634
POLINOMIAL_2,0.9998774536793988
POLINOMIAL_3,0.9998761528057784
POLINOMIAL_4,0.9963023117211194
POLINOMIAL_5,0.9833615741386492
POLINOMIAL_6,0.9622646569258353
POLINOMIAL_7,0.9374381430521472
POLINOMIAL_8,0.814498543359763
POLINOMIAL_9,0.7733199294957395
POLINOMIAL_10,0.7440591809599149
MLP,0.9999457385421585
