Modelo,CoeficienteCorrelacao
Linear,0.9994148639946459
POLINOMIAL_2,0.9993712385968899
POLINOMIAL_3,0.9994445401396564
POLINOMIAL_4,0.9995139206357511
POLINOMIAL_5,0.9955739854415995
POLINOMIAL_6,0.9777993110772994
POLINOMIAL_7,0.9492989497952352
POLINOMIAL_8,0.8563164477335458
POLINOMIAL_9,0.8290515506025643
POLINOMIAL_10,0.811817524310873
MLP,0.9998148229014269
