Modelo,CoeficienteCorrelacao
Linear,0.9992603818231267
POLINOMIAL_2,0.9991260372379309
POLINOMIAL_3,0.9991785938635247
POLINOMIAL_4,0.9992802266467464
POLINOMIAL_5,0.999376139468795
POLINOMIAL_6,0.9986039204202518
POLINOMIAL_7,0.9594995462050935
POLINOMIAL_8,0.9266500161039443
POLINOMIAL_9,0.8925925439040634
POLINOMIAL_10,0.8609728793114956
MLP,0.9998519932642698
