Modelo,CoeficienteCorrelacao
Linear,0.9987569274430714
POLINOMIAL_2,0.9982137426536967
POLINOMIAL_3,0.998394879622047
POLINOMIAL_4,0.9985831585510802
POLINOMIAL_5,0.9987140704229555
POLINOMIAL_6,0.9989602083403457
POLINOMIAL_7,0.9991026790418278
POLINOMIAL_8,0.9991773877367401
POLINOMIAL_9,0.9992461273209758
POLINOMIAL_10,0.9993004182763431
MLP,0.9995537335578353
